timestamp,device_id,sequence,uptime,mq135_raw,anemometer_raw,rssi,snr
2026-01-28T12:37:02.404678,41225,0,6,313,75,-94,12
2026-01-28T12:37:04.210037,41225,0,6,312,74,-94,12
2026-01-28T12:37:04.258837,41225,0,6,311,73,-94,12
2026-01-28T12:37:04.290194,41225,0,6,311,87,-94,12
2026-01-28T12:37:04.323242,41225,0,6,310,105,-94,12
2026-01-28T12:37:04.354860,41225,0,6,311,63,-94,12
2026-01-28T12:37:04.390193,41225,0,6,312,81,-94,12
2026-01-28T12:37:04.446446,41225,0,6,310,81,-94,12
2026-01-28T12:37:04.474578,41225,0,6,311,83,-94,11
2026-01-28T12:37:04.605147,41225,0,6,311,82,-94,12
2026-01-28T12:37:04.873003,41225,0,6,311,75,-94,12
2026-01-28T12:37:05.069378,41225,0,6,311,76,-94,12
2026-01-28T12:37:05.338597,41225,0,6,313,83,-94,12
2026-01-28T12:37:05.615397,41225,0,6,307,77,-94,12
2026-01-28T12:37:05.825737,41225,0,6,307,75,-94,12
2026-01-28T12:37:06.068715,41225,0,6,307,69,-94,12
2026-01-28T12:37:06.324904,41225,0,6,306,71,-94,12
2026-01-28T12:37:06.543348,41225,0,6,309,73,-94,12
2026-01-28T12:37:06.802039,41225,0,6,307,77,-94,12
2026-01-28T12:37:07.069672,41225,0,6,307,93,-94,12
2026-01-28T12:37:07.284199,41225,0,6,308,85,-94,12
2026-01-28T12:37:07.541578,41225,0,6,308,93,-94,12
2026-01-28T12:37:07.784438,41225,0,6,308,103,-94,12
2026-01-28T12:37:08.014246,41225,0,6,308,87,-94,12
2026-01-28T12:37:08.263433,41225,0,6,308,86,-94,12
2026-01-28T12:37:08.519800,41225,0,6,307,88,-94,12
2026-01-28T12:37:08.745308,41225,0,6,309,101,-94,12
2026-01-28T12:37:08.998693,41225,0,6,308,61,-94,12
2026-01-28T12:37:09.267378,41225,0,6,307,104,-94,12
2026-01-28T12:37:11.477616,41225,0,6,303,103,-94,12
2026-01-28T12:37:12.922491,41225,0,6,303,89,-94,13
2026-01-28T12:37:12.981713,41225,0,6,303,83,-94,12
2026-01-28T12:37:13.042510,41225,0,6,303,104,-94,12
2026-01-28T12:37:13.099628,41225,0,6,303,111,-94,12
2026-01-28T12:37:13.333947,41225,0,6,302,89,-94,12
2026-01-28T12:37:13.371833,41225,0,6,303,83,-94,12
2026-01-28T12:37:13.421265,41225,0,6,301,93,-94,12
2026-01-28T12:37:13.501587,41225,0,6,303,87,-94,12
2026-01-28T12:37:13.556785,41225,0,6,303,87,-94,12
2026-01-28T12:37:13.640463,41225,0,6,307,77,-94,12
2026-01-28T12:37:13.716866,41225,0,6,306,73,-94,12
2026-01-28T12:37:15.992138,41225,0,6,305,88,-94,12
2026-01-28T12:37:16.031419,41225,0,6,304,99,-94,12
2026-01-28T12:37:16.062701,41225,0,6,306,21,-94,12
2026-01-28T12:37:16.091106,41225,0,6,307,84,-94,11
2026-01-28T12:37:16.136318,41225,0,6,307,83,-94,11
2026-01-28T12:37:16.182177,41225,0,6,307,75,-94,11
2026-01-28T12:37:16.221211,41225,0,6,303,99,-94,12
2026-01-28T12:37:16.257719,41225,0,6,303,87,-94,12
2026-01-28T12:37:16.288047,41225,0,6,307,76,-94,11
2026-01-28T12:37:16.323010,41225,0,6,307,88,-94,11
2026-01-28T12:37:16.353389,41225,0,6,307,95,-94,11
2026-01-28T12:37:16.399074,41225,0,6,307,72,-94,11
2026-01-28T12:37:16.432338,41225,0,6,307,83,-94,11
2026-01-28T12:37:16.469822,41225,0,6,302,83,-94,12
2026-01-28T12:37:16.504073,41225,0,6,307,111,-94,12
2026-01-28T12:37:16.533739,41225,0,6,307,87,-94,12
2026-01-28T12:37:16.602750,41225,0,6,307,0,-94,12
2026-01-28T12:37:16.840439,41225,0,6,308,72,-94,12
